,0_names,0_scores,0_pvals,0_pvals_adj,0_logfoldchanges,1_names,1_scores,1_pvals,1_pvals_adj,1_logfoldchanges,2_names,2_scores,2_pvals,2_pvals_adj,2_logfoldchanges,3_names,3_scores,3_pvals,3_pvals_adj,3_logfoldchanges
5691,CROT,-0.72099644,0.4709117158083278,0.8680017461705157,-0.47956312,HADHB,0.63266355,0.5269533824795187,0.8673198652518199,0.83961886,TUT1,0.31684208,0.7513634331328436,0.9519402412046437,0.57060003,RASGRP4,-0.18053804,0.8567301910555958,0.9994352920077895,-0.40170613
5692,TOB1,-0.72099644,0.4709117158083278,0.8680017461705157,-0.84174794,TCHHL1,0.63266355,0.5269533824795187,0.8673198652518199,0.8868982,SLC39A12,0.31684208,0.7513634331328436,0.9519402412046437,0.5788424,C10orf54,-0.18053804,0.8567301910555958,0.9994352920077895,-0.38745603
5693,FCHO2,-0.72099644,0.4709117158083278,0.8680017461705157,-0.40377972,LRRC37A3,0.63266355,0.5269533824795187,0.8673198652518199,0.25499138,TTC23,0.31684208,0.7513634331328436,0.9519402412046437,0.31226963,ZNF281,-0.18053804,0.8567301910555958,0.9994352920077895,-0.26065275
5694,FAM45B,-0.72099644,0.4709117158083278,0.8680017461705157,-0.6961555,ZNF284,0.63266355,0.5269533824795187,0.8673198652518199,0.9323685,HMGB3,0.31684208,0.7513634331328436,0.9519402412046437,0.7145497,SKA1,-0.18053804,0.8567301910555958,0.9994352920077895,-0.14951211
5695,PTPRM,-0.72099644,0.4709117158083278,0.8680017461705157,-0.6208339,GXYLT1,0.63266355,0.5269533824795187,0.8673198652518199,0.6502908,GJB7,0.31684208,0.7513634331328436,0.9519402412046437,0.5562639,MCOLN,-0.18053804,0.8567301910555958,0.9994352920077895,-0.27487883
5696,FAM105A,-0.72099644,0.4709117158083278,0.8680017461705157,-0.7598774,SNX30,0.63266355,0.5269533824795187,0.8673198652518199,0.20424065,ZDHHC8P1,0.31684208,0.7513634331328436,0.9519402412046437,0.7064451,WASL,-0.18053804,0.8567301910555958,0.9994352920077895,-0.1684063
5697,TSEN15,-0.72099644,0.4709117158083278,0.8680017461705157,-0.85327655,LOC100132215,0.628608,0.5296057170958975,0.869343197476523,0.81696725,PNLIP,0.30964112,0.756833880463831,0.9519402412046437,0.5291267,NUP133,-0.18053804,0.8567301910555958,0.9994352920077895,0.22163081
5698,SYPL1,-0.72099644,0.4709117158083278,0.8680017461705157,-0.8382703,GPR109B,0.628608,0.5296057170958975,0.869343197476523,0.80173707,PASK,0.30964112,0.756833880463831,0.9519402412046437,0.28311107,RNF125,-0.18053804,0.8567301910555958,0.9994352920077895,0.18342239
5699,SCG2,-0.72479117,0.46858017170235333,0.8667640300107871,-0.8062447,C12orf70,0.628608,0.5296057170958975,0.869343197476523,0.60005647,ZNF114,0.30964112,0.756833880463831,0.9519402412046437,0.5068127,SIAH3,-0.18053804,0.8567301910555958,0.9994352920077895,-0.295836
5700,GALNTL2,-0.72479117,0.46858017170235333,0.8667640300107871,-0.7836266,SARS,0.628608,0.5296057170958975,0.869343197476523,0.60486746,GRID1,0.30964112,0.756833880463831,0.9519402412046437,0.70792806,AMIGO2,-0.18053804,0.8567301910555958,0.9994352920077895,-0.32979947
5701,RTKN,-0.72479117,0.46858017170235333,0.8667640300107871,-1.115611,UNC13B,0.628608,0.5296057170958975,0.869343197476523,0.58594847,CPXM2,0.30964112,0.756833880463831,0.9519402412046437,0.5833405,TRPM3,-0.18053804,0.8567301910555958,0.9994352920077895,-0.17923324
5702,NLRP8,-0.72479117,0.46858017170235333,0.8667640300107871,-0.71173674,EPHB2,0.628608,0.5296057170958975,0.869343197476523,0.5865046,NUDT13,0.30964112,0.756833880463831,0.9519402412046437,0.6366219,NFYB,-0.18053804,0.8567301910555958,0.9994352920077895,-0.15160972
5703,MTRR,-0.72479117,0.46858017170235333,0.8667640300107871,-0.566396,RBL2,0.6245525,0.5322648220375825,0.869343197476523,0.4088116,C10orf81,0.30964112,0.756833880463831,0.9519402412046437,0.626616,UEVLD,-0.18053804,0.8567301910555958,0.9994352920077895,-0.25266436
5704,LOC653786,-0.72479117,0.46858017170235333,0.8667640300107871,-0.45768923,FGF18,0.6245525,0.5322648220375825,0.869343197476523,0.9437824,RASAL1,0.30964112,0.756833880463831,0.9519402412046437,0.8036458,EPHB1,-0.18053804,0.8567301910555958,0.9994352920077895,-0.31562585
5705,PPM1K,-0.72479117,0.46858017170235333,0.8667640300107871,-0.45270163,C2orf44,0.6245525,0.5322648220375825,0.869343197476523,0.7454228,XKR4,0.30964112,0.756833880463831,0.9519402412046437,0.5064606,ZNF18,-0.18053804,0.8567301910555958,0.9994352920077895,-0.00014781882
5706,SFXN5,-0.72479117,0.46858017170235333,0.8667640300107871,-0.96124834,SEC23IP,0.6245525,0.5322648220375825,0.869343197476523,0.36308995,GAK,0.30964112,0.756833880463831,0.9519402412046437,0.6000455,FCHSD2,-0.18053804,0.8567301910555958,0.9994352920077895,0.08126422
5707,ACVRL1,-0.72479117,0.46858017170235333,0.8667640300107871,-0.6499714,TNIK,0.6245525,0.5322648220375825,0.869343197476523,0.8459498,APAF1,0.30964112,0.756833880463831,0.9519402412046437,0.40319666,PKP4,-0.18053804,0.8567301910555958,0.9994352920077895,0.22143364
5708,RPL11,-0.72479117,0.46858017170235333,0.8667640300107871,-0.84556574,C16orf62,0.6245525,0.5322648220375825,0.869343197476523,0.48562902,COL28A1,0.30964112,0.756833880463831,0.9519402412046437,0.08305919,MRPL45P2,-0.18053804,0.8567301910555958,0.9994352920077895,0.17702112
5709,AHSP,-0.72479117,0.46858017170235333,0.8667640300107871,-0.78046197,RP9,0.6245525,0.5322648220375825,0.869343197476523,0.71875197,HTRA4,0.30964112,0.756833880463831,0.9519402412046437,0.9488768,OR10K1,-0.18053804,0.8567301910555958,0.9994352920077895,-0.37428316
5710,C9orf43,-0.72479117,0.46858017170235333,0.8667640300107871,-0.68260556,GMPS,0.6245525,0.5322648220375825,0.869343197476523,0.43945253,CACNB4,0.30964112,0.756833880463831,0.9519402412046437,0.4118293,ZNF623,-0.18053804,0.8567301910555958,0.9994352920077895,-0.31204394
5711,KCTD15,-0.72479117,0.46858017170235333,0.8667640300107871,-1.0923023,MYO3B,0.6245525,0.5322648220375825,0.869343197476523,0.4545883,FBXW2,0.30964112,0.756833880463831,0.9519402412046437,0.40177232,NFKBIB,-0.18053804,0.8567301910555958,0.9994352920077895,-0.27156848
5712,C11orf49,-0.72479117,0.46858017170235333,0.8667640300107871,-0.9383545,RBM7,0.6245525,0.5322648220375825,0.869343197476523,0.72888607,C15orf29,0.30964112,0.756833880463831,0.9519402412046437,0.6540919,PTPN6,-0.18053804,0.8567301910555958,0.9994352920077895,-0.3907664
5713,ATP5A1,-0.72479117,0.46858017170235333,0.8667640300107871,-0.8761873,COL3A1,0.6245525,0.5322648220375825,0.869343197476523,0.65346813,BTN2A1,0.30964112,0.756833880463831,0.9519402412046437,0.58099085,PKN3,-0.18053804,0.8567301910555958,0.9994352920077895,-0.27947
5714,PMS2P11,-0.72479117,0.46858017170235333,0.8667640300107871,-0.95914197,MOBKL1A,0.6245525,0.5322648220375825,0.869343197476523,0.6216744,ZSCAN2,0.30964112,0.756833880463831,0.9519402412046437,0.64583874,RNF43,-0.18053804,0.8567301910555958,0.9994352920077895,-0.2684968
5715,PIGP,-0.72479117,0.46858017170235333,0.8667640300107871,-0.8097661,LIX1,0.6245525,0.5322648220375825,0.869343197476523,0.63244945,SMAD1,0.30964112,0.756833880463831,0.9519402412046437,0.6469285,SAV1,-0.18053804,0.8567301910555958,0.9994352920077895,-0.22866644
5716,C12orf72,-0.72479117,0.46858017170235333,0.8667640300107871,-0.67226374,DDX23,0.6245525,0.5322648220375825,0.869343197476523,0.7230236,SH3TC2,0.30964112,0.756833880463831,0.9519402412046437,1.1302866,SLC22A15,-0.18053804,0.8567301910555958,0.9994352920077895,-0.29601547
5717,CLSTN3,-0.72479117,0.46858017170235333,0.8667640300107871,-0.6742057,SLC25A19,0.6245525,0.5322648220375825,0.869343197476523,0.6300585,OR4F4,0.30964112,0.756833880463831,0.9519402412046437,0.7167694,AKD1,-0.18053804,0.8567301910555958,0.9994352920077895,0.16897927
5718,MAGI3,-0.72479117,0.46858017170235333,0.8667640300107871,-0.57053095,ZFPM2,0.6245525,0.5322648220375825,0.869343197476523,0.63474363,CTSO,0.30964112,0.756833880463831,0.9519402412046437,0.40260243,MFSD9,-0.18053804,0.8567301910555958,0.9994352920077895,-0.39177126
5719,ACBD5,-0.72479117,0.46858017170235333,0.8667640300107871,-0.701964,CLMN,0.6245525,0.5322648220375825,0.869343197476523,0.75473166,RPIA,0.30964112,0.756833880463831,0.9519402412046437,0.37130746,C17orf53,-0.18584798,0.8525639730669545,0.9994352920077895,-0.2377892
5720,TM7SF3,-0.72479117,0.46858017170235333,0.8667640300107871,-0.64007026,TRIM29,0.6245525,0.5322648220375825,0.869343197476523,0.95345336,ACAP1,0.30964112,0.756833880463831,0.9519402412046437,0.7182805,YPEL2,-0.18584798,0.8525639730669545,0.9994352920077895,-0.2341826
5721,NAA50,-0.72479117,0.46858017170235333,0.8667640300107871,-0.7096789,CCT4,0.6245525,0.5322648220375825,0.869343197476523,0.4694814,CHST5,0.30964112,0.756833880463831,0.9519402412046437,0.43827072,WSB2,-0.18584798,0.8525639730669545,0.9994352920077895,-0.29267812
5722,C16orf88,-0.72479117,0.46858017170235333,0.8667640300107871,-0.7599926,FLJ16341,0.6245525,0.5322648220375825,0.869343197476523,0.5655457,MDM1,0.30964112,0.756833880463831,0.9519402412046437,0.35905126,MTPAP,-0.18584798,0.8525639730669545,0.9994352920077895,0.058267444
5723,HLA-B,-0.72479117,0.46858017170235333,0.8667640300107871,-1.1515812,MAPK13,0.6245525,0.5322648220375825,0.869343197476523,0.8237038,TMF1,0.30964112,0.756833880463831,0.9519402412046437,0.6273114,SPDYE1,-0.18584798,0.8525639730669545,0.9994352920077895,-0.2085239
5724,EHBP1L1,-0.72479117,0.46858017170235333,0.8667640300107871,-0.9091859,SLC22A16,0.6245525,0.5322648220375825,0.869343197476523,0.72507584,KCNA1,0.30964112,0.756833880463831,0.9519402412046437,0.281861,BSDC1,-0.18584798,0.8525639730669545,0.9994352920077895,-0.27515155
5725,SKA2,-0.72479117,0.46858017170235333,0.8667640300107871,-0.83249986,WDR43,0.6245525,0.5322648220375825,0.869343197476523,0.30374035,LTF,0.30964112,0.756833880463831,0.9519402412046437,0.49256197,THSD1P1,-0.18584798,0.8525639730669545,0.9994352920077895,-0.17738752
5726,SFMBT1,-0.72479117,0.46858017170235333,0.8667640300107871,-0.7194371,SUN3,0.6245525,0.5322648220375825,0.869343197476523,0.62717986,USP25,0.30964112,0.756833880463831,0.9519402412046437,0.35248038,PANK2,-0.18584798,0.8525639730669545,0.9994352920077895,-0.21818003
5727,ABHD12B,-0.72479117,0.46858017170235333,0.8667640300107871,-0.61994565,TSPYL1,0.6204969,0.5349306707399484,0.8708884657011113,0.5036418,ATP5L,0.30964112,0.756833880463831,0.9519402412046437,0.7694685,TPO,-0.18584798,0.8525639730669545,0.9994352920077895,-0.21661049
5728,LPHN2,-0.72479117,0.46858017170235333,0.8667640300107871,-0.7373843,NCRNA00241,0.6204969,0.5349306707399484,0.8708884657011113,0.81813085,JAK3,0.30964112,0.756833880463831,0.9519402412046437,0.19397067,SASS6,-0.18584798,0.8525639730669545,0.9994352920077895,0.22706097
5729,ZNF318,-0.72479117,0.46858017170235333,0.8667640300107871,-0.6375419,WSB2,0.6204969,0.5349306707399484,0.8708884657011113,0.4998443,P2RY14,0.30964112,0.756833880463831,0.9519402412046437,0.61083674,ADAMTS15,-0.19115792,0.8484018644400095,0.9994352920077895,-0.34855106
5730,C19orf47,-0.72479117,0.46858017170235333,0.8667640300107871,-0.9463345,SNRNP40,0.6204969,0.5349306707399484,0.8708884657011113,0.3401846,SCN3B,0.30964112,0.756833880463831,0.9519402412046437,0.80656886,DLX6-AS1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.38081002
5731,KLF17,-0.72479117,0.46858017170235333,0.8667640300107871,-0.55754614,CNTN5,0.6204969,0.5349306707399484,0.8708884657011113,0.6831008,ATP6V1B2,0.30964112,0.756833880463831,0.9519402412046437,0.62610865,PCSK2,-0.19115792,0.8484018644400095,0.9994352920077895,-0.44920456
5732,SLC16A5,-0.72479117,0.46858017170235333,0.8667640300107871,-0.9478537,SLC35F2,0.6204969,0.5349306707399484,0.8708884657011113,0.5984537,CLEC6A,0.30964112,0.756833880463831,0.9519402412046437,0.54329014,EML1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.31754252
5733,LOC100506548,-0.72479117,0.46858017170235333,0.8667640300107871,-0.8970876,MYPN,0.6204969,0.5349306707399484,0.8708884657011113,0.5859301,MFAP5,0.30964112,0.756833880463831,0.9519402412046437,0.23300095,GOSR2,-0.19115792,0.8484018644400095,0.9994352920077895,-0.12259273
5734,RPL4,-0.72479117,0.46858017170235333,0.8667640300107871,-0.6537942,LOC100130894,0.6204969,0.5349306707399484,0.8708884657011113,0.84828424,KIF13B,0.30964112,0.756833880463831,0.9519402412046437,0.46019426,VRK3,-0.19115792,0.8484018644400095,0.9994352920077895,-0.28481
5735,STXBP3,-0.72479117,0.46858017170235333,0.8667640300107871,-0.7471424,SLC25A12,0.6204969,0.5349306707399484,0.8708884657011113,0.37564182,SARNP,0.30964112,0.756833880463831,0.9519402412046437,0.82372457,GYPA,-0.19115792,0.8484018644400095,0.9994352920077895,-0.38206807
5736,KIAA1598,-0.72858584,0.46625503140581737,0.8667640300107871,-0.68339646,CIAPIN1,0.6204969,0.5349306707399484,0.8708884657011113,0.79136455,LOC100131067,0.30244017,0.7623165388738059,0.9549889934051153,0.44940585,PNLIP,-0.19115792,0.8484018644400095,0.9994352920077895,-0.13482137
5737,PDE6C,-0.72858584,0.46625503140581737,0.8667640300107871,-0.70666236,LONRF2,0.6204969,0.5349306707399484,0.8708884657011113,0.14339375,EPS15L1,0.30244017,0.7623165388738059,0.9549889934051153,0.31105822,WDR61,-0.19115792,0.8484018644400095,0.9994352920077895,-0.05524921
5738,LDHAL6A,-0.72858584,0.46625503140581737,0.8667640300107871,-0.5490228,LRFN5,0.6204969,0.5349306707399484,0.8708884657011113,0.7850304,FLJ10661,0.30244017,0.7623165388738059,0.9549889934051153,0.67223686,NAV1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.12376227
5739,PKNOX1,-0.72858584,0.46625503140581737,0.8667640300107871,-0.68728495,LOC100130301,0.6204969,0.5349306707399484,0.8708884657011113,0.8040084,ACOT9,0.30244017,0.7623165388738059,0.9549889934051153,0.7237455,USP2,-0.19115792,0.8484018644400095,0.9994352920077895,0.043911543
5740,KIAA1432,-0.72858584,0.46625503140581737,0.8667640300107871,-0.7262781,ZP4,0.6164414,0.5376032363488861,0.8708884657011113,0.71704906,ABLIM1,0.30244017,0.7623165388738059,0.9549889934051153,0.7549662,LOC643714,-0.19115792,0.8484018644400095,0.9994352920077895,-0.34908336
5741,ESPL1,-0.72858584,0.46625503140581737,0.8667640300107871,-0.749848,SBF1P1,0.6164414,0.5376032363488861,0.8708884657011113,0.8146548,RPL41,0.30244017,0.7623165388738059,0.9549889934051153,0.56097025,PJA1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.3448129
5742,CPNE4,-0.72858584,0.46625503140581737,0.8667640300107871,-0.8714888,ATG13,0.6164414,0.5376032363488861,0.8708884657011113,0.5723953,CAP1,0.30244017,0.7623165388738059,0.9549889934051153,0.65649027,KCNT1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.34514245
5743,GUCY1A3,-0.73238057,0.4639363107195542,0.8649915002066916,-0.25724992,HEMK1,0.6164414,0.5376032363488861,0.8708884657011113,0.60192657,MGAT2,0.30244017,0.7623165388738059,0.9549889934051153,0.71544534,EVPL,-0.19115792,0.8484018644400095,0.9994352920077895,-0.33596793
5744,AP1AR,-0.73238057,0.4639363107195542,0.8649915002066916,-0.76170206,CIR1,0.6164414,0.5376032363488861,0.8708884657011113,0.63459975,ARMC4,0.30244017,0.7623165388738059,0.9549889934051153,0.88632834,GP6,-0.19115792,0.8484018644400095,0.9994352920077895,-0.17379622
5745,LOC100128338,-0.73238057,0.4639363107195542,0.8649915002066916,-0.6048307,TAF5L,0.6164414,0.5376032363488861,0.8708884657011113,0.72458255,MLANA,0.30244017,0.7623165388738059,0.9549889934051153,0.7329794,ASCC2,-0.19115792,0.8484018644400095,0.9994352920077895,-0.18232566
5746,HIP1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.807685,KCNH4,0.6164414,0.5376032363488861,0.8708884657011113,0.7127955,BCAT2,0.30244017,0.7623165388738059,0.9549889934051153,0.5730076,LRP5L,-0.19115792,0.8484018644400095,0.9994352920077895,-0.36938566
5747,FOXF1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.75859326,COL7A1,0.6164414,0.5376032363488861,0.8708884657011113,0.47539032,LOC283480,0.30244017,0.7623165388738059,0.9549889934051153,0.44604915,ACSM4,-0.19115792,0.8484018644400095,0.9994352920077895,-0.1617461
5748,KIAA1586,-0.73238057,0.4639363107195542,0.8649915002066916,-0.4379858,MTRF1L,0.6164414,0.5376032363488861,0.8708884657011113,0.74812686,EPSTI1,0.30244017,0.7623165388738059,0.9549889934051153,0.4486404,URB2,-0.19115792,0.8484018644400095,0.9994352920077895,-0.11444366
5749,LOC286083,-0.73238057,0.4639363107195542,0.8649915002066916,-1.1234839,CERK,0.6164414,0.5376032363488861,0.8708884657011113,0.50119215,KATNA1,0.30244017,0.7623165388738059,0.9549889934051153,0.6752009,SQRDL,-0.19115792,0.8484018644400095,0.9994352920077895,-0.32788938
5750,TMEM45A,-0.73238057,0.4639363107195542,0.8649915002066916,-0.59907025,C9orf128,0.6164414,0.5376032363488861,0.8708884657011113,0.69884425,TMEM233,0.30244017,0.7623165388738059,0.9549889934051153,0.42221722,DRD5,-0.19115792,0.8484018644400095,0.9994352920077895,-0.46924785
5751,PGM2,-0.73238057,0.4639363107195542,0.8649915002066916,-0.79166853,SPRED2,0.6164414,0.5376032363488861,0.8708884657011113,0.5575586,ABCD2,0.30244017,0.7623165388738059,0.9549889934051153,0.5625113,LYSMD1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.1721645
5752,PDPK1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.7294705,ACTR2,0.6164414,0.5376032363488861,0.8708884657011113,0.46023753,LOC152742,0.30244017,0.7623165388738059,0.9549889934051153,0.93095523,ZNF606,-0.19115792,0.8484018644400095,0.9994352920077895,-0.29996884
5753,LOC283663,-0.73238057,0.4639363107195542,0.8649915002066916,-0.75374556,ENTPD4,0.6164414,0.5376032363488861,0.8708884657011113,0.5980687,FAM138C,0.30244017,0.7623165388738059,0.9549889934051153,0.5368046,RSAD1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.3412027
5754,TENC1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.57373375,KIF6,0.6164414,0.5376032363488861,0.8708884657011113,0.6752969,FAM119A,0.30244017,0.7623165388738059,0.9549889934051153,0.42615646,DUSP12,-0.19115792,0.8484018644400095,0.9994352920077895,-0.31371397
5755,ARHGAP15,-0.73238057,0.4639363107195542,0.8649915002066916,-0.69210714,PRSS23,0.6164414,0.5376032363488861,0.8708884657011113,0.72101325,MX1,0.2952392,0.7678111506977128,0.9549889934051153,0.5280433,NOS1AP,-0.19115792,0.8484018644400095,0.9994352920077895,-0.2228141
5756,CABIN1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.5928755,MEGF11,0.6164414,0.5376032363488861,0.8708884657011113,0.36516482,ZFYVE20,0.2952392,0.7678111506977128,0.9549889934051153,0.22523369,FAM102B,-0.19115792,0.8484018644400095,0.9994352920077895,-0.042066
5757,NPC1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.6848813,NANOGNB,0.6164414,0.5376032363488861,0.8708884657011113,0.6939565,PRPF18,0.2952392,0.7678111506977128,0.9549889934051153,0.4645345,ZNF41,-0.19115792,0.8484018644400095,0.9994352920077895,-0.34659207
5758,GPBP1L1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.6661947,LOC400958,0.6164414,0.5376032363488861,0.8708884657011113,0.80319405,STOM,0.2952392,0.7678111506977128,0.9549889934051153,0.48094139,C17orf108,-0.19115792,0.8484018644400095,0.9994352920077895,-0.39915398
5759,NFATC2IP,-0.73238057,0.4639363107195542,0.8649915002066916,-0.5998751,PLB1,0.6164414,0.5376032363488861,0.8708884657011113,0.6329602,IKZF5,0.2952392,0.7678111506977128,0.9549889934051153,0.47706735,ALDH8A1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.29120123
5760,AP2B1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.737083,NLRP9,0.6164414,0.5376032363488861,0.8708884657011113,0.7258111,NAAA,0.2952392,0.7678111506977128,0.9549889934051153,0.6416686,PRTFDC1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.2841296
5761,PGLS,-0.73238057,0.4639363107195542,0.8649915002066916,-0.9902051,TSNAX,0.6164414,0.5376032363488861,0.8708884657011113,0.45968056,ZNF273,0.2952392,0.7678111506977128,0.9549889934051153,0.48575774,MCF2L2,-0.19115792,0.8484018644400095,0.9994352920077895,0.15452303
5762,EFCAB5,-0.73238057,0.4639363107195542,0.8649915002066916,-0.43488902,FSTL1,0.6164414,0.5376032363488861,0.8708884657011113,0.62345403,ZNF93,0.2952392,0.7678111506977128,0.9549889934051153,0.58069843,NMU,-0.19115792,0.8484018644400095,0.9994352920077895,0.11318021
5763,RPN1,-0.73238057,0.4639363107195542,0.8649915002066916,-0.6936884,ALDH9A1,0.6164414,0.5376032363488861,0.8708884657011113,0.62794983,SRGAP3,0.2952392,0.7678111506977128,0.9549889934051153,0.5271236,LPHN2,-0.19115792,0.8484018644400095,0.9994352920077895,-0.092749104
5764,ACE,-0.7361753,0.46162402521614665,0.8644644666969038,-0.70385766,DISC1,0.6164414,0.5376032363488861,0.8708884657011113,0.45422155,STEAP1,0.2952392,0.7678111506977128,0.9549889934051153,0.507139,ZNF438,-0.19115792,0.8484018644400095,0.9994352920077895,-0.15546927
5765,SH3PXD2A,-0.7361753,0.46162402521614665,0.8644644666969038,-0.4112778,CCDC63,0.61238587,0.5402824917213973,0.8727698630139161,0.6202235,ARL17A,0.2952392,0.7678111506977128,0.9549889934051153,0.44532782,TOP3B,-0.19115792,0.8484018644400095,0.9994352920077895,-0.22250631
5766,RAB3IP,-0.7361753,0.46162402521614665,0.8644644666969038,-0.45518845,GVINP1,0.61238587,0.5402824917213973,0.8727698630139161,0.5241408,USP14,0.2952392,0.7678111506977128,0.9549889934051153,0.42570233,LOC401177,-0.19115792,0.8484018644400095,0.9994352920077895,-0.34348795
5767,OCA2,-0.7361753,0.46162402521614665,0.8644644666969038,-0.69979525,ZNF785,0.61238587,0.5402824917213973,0.8727698630139161,0.77220494,BEND4,0.2952392,0.7678111506977128,0.9549889934051153,0.644599,ELAC1,-0.19115792,0.8484018644400095,0.9994352920077895,-0.27430025
5768,FAM174B,-0.7361753,0.46162402521614665,0.8644644666969038,-0.84667784,THEM4,0.61238587,0.5402824917213973,0.8727698630139161,0.48292002,PARD3,0.2952392,0.7678111506977128,0.9549889934051153,0.90525687,ATP2C1,-0.19115792,0.8484018644400095,0.9994352920077895,0.031661093
5769,SULT1C4,-0.7361753,0.46162402521614665,0.8644644666969038,-1.1101933,MTHFD1L,0.61238587,0.5402824917213973,0.8727698630139161,0.41999498,TBL1X,0.2952392,0.7678111506977128,0.9549889934051153,0.619008,CD59,-0.19646788,0.8442439783564871,0.9994352920077895,-0.21865149
5770,SLC38A4,-0.7361753,0.46162402521614665,0.8644644666969038,-0.5809597,ALS2CR8,0.61238587,0.5402824917213973,0.8727698630139161,0.43574584,LOC100134713,0.2952392,0.7678111506977128,0.9549889934051153,0.72638357,C18orf19,-0.19646788,0.8442439783564871,0.9994352920077895,-0.22122924
5771,TMEM59,-0.7361753,0.46162402521614665,0.8644644666969038,-0.85366005,GUCY2GP,0.61238587,0.5402824917213973,0.8727698630139161,0.6907457,RAB3D,0.2952392,0.7678111506977128,0.9549889934051153,0.65216416,PTPRO,-0.19646788,0.8442439783564871,0.9994352920077895,0.10000096
5772,DLEU2,-0.7361753,0.46162402521614665,0.8644644666969038,-0.55083007,MTMR8,0.61238587,0.5402824917213973,0.8727698630139161,0.79787004,LIN52,0.2952392,0.7678111506977128,0.9549889934051153,0.651691,DCAF17,-0.19646788,0.8442439783564871,0.9994352920077895,-0.057441093
5773,BPIL2,-0.7361753,0.46162402521614665,0.8644644666969038,-0.5820408,STAMBP,0.61238587,0.5402824917213973,0.8727698630139161,0.642834,ARL3,0.2952392,0.7678111506977128,0.9549889934051153,0.5146805,KLF11,-0.19646788,0.8442439783564871,0.9994352920077895,-0.31394392
5774,KPTN,-0.7361753,0.46162402521614665,0.8644644666969038,-0.85133153,DUSP7,0.61238587,0.5402824917213973,0.8727698630139161,0.77182597,RFPL3,0.2952392,0.7678111506977128,0.9549889934051153,0.5750139,CDH2,-0.19646788,0.8442439783564871,0.9994352920077895,-0.0958605
5775,GOLGB1,-0.7361753,0.46162402521614665,0.8644644666969038,-0.49786392,SYT3,0.61238587,0.5402824917213973,0.8727698630139161,0.81408125,C3orf37,0.2952392,0.7678111506977128,0.9549889934051153,0.5706427,NAP1L1,-0.19646788,0.8442439783564871,0.9994352920077895,-0.08310957
5776,UBFD1,-0.7361753,0.46162402521614665,0.8644644666969038,-0.8619039,SLC12A1,0.61238587,0.5402824917213973,0.8727698630139161,0.6749037,NCRNA00256B,0.2952392,0.7678111506977128,0.9549889934051153,0.3957831,SLC35E1,-0.19646788,0.8442439783564871,0.9994352920077895,-0.24884307
5777,HLF,-0.73997,0.45931819023988507,0.8626750265815251,-0.77697945,LRRC37B,0.61238587,0.5402824917213973,0.8727698630139161,0.59663165,GTF2H5,0.2952392,0.7678111506977128,0.9549889934051153,0.75467616,SDCCAG1,-0.19646788,0.8442439783564871,0.9994352920077895,-0.26888758
5778,ATF2,-0.73997,0.45931819023988507,0.8626750265815251,-0.9473889,OTUD7A,0.6083303,0.5429684094262099,0.8728175438078577,0.7962282,CEP72,0.2952392,0.7678111506977128,0.9549889934051153,0.62424374,C5orf22,-0.19646788,0.8442439783564871,0.9994352920077895,-0.24088968
5779,ARHGEF2,-0.73997,0.45931819023988507,0.8626750265815251,-0.674977,STAP2,0.6083303,0.5429684094262099,0.8728175438078577,0.78911316,NHEDC1,0.2952392,0.7678111506977128,0.9549889934051153,0.84019274,FASTKD3,-0.20177782,0.8400904276452995,0.9994352920077895,-0.31511784
5780,MORN4,-0.73997,0.45931819023988507,0.8626750265815251,-0.81244546,CRNDE,0.6083303,0.5429684094262099,0.8728175438078577,0.81315434,TARSL2,0.28803825,0.7733174564677558,0.9575160083305632,0.6980264,C8A,-0.20177782,0.8400904276452995,0.9994352920077895,-0.4365032
5781,C12orf48,-0.73997,0.45931819023988507,0.8626750265815251,-0.50938165,SLC6A16,0.6083303,0.5429684094262099,0.8728175438078577,0.8041206,DDX19A,0.28803825,0.7733174564677558,0.9575160083305632,0.7228249,PHF21B,-0.20177782,0.8400904276452995,0.9994352920077895,-0.36389133
5782,TTC5,-0.73997,0.45931819023988507,0.8626750265815251,-0.71213776,TF,0.6083303,0.5429684094262099,0.8728175438078577,0.70312023,BAIAP2,0.28803825,0.7733174564677558,0.9575160083305632,0.5437544,ZNF785,-0.20177782,0.8400904276452995,0.9994352920077895,-0.3303843
